Year,Month,hb19_code,Specialty,Total waiting < 18 weeks,Total waiting > 18 weeks
2011,Jan,S08000015,All Specialties,4299,1670
2011,Feb,S08000015,All Specialties,4742,1686
2011,Mar,S08000015,All Specialties,5760,1566
2011,Apr,S08000015,All Specialties,3978,936
2011,May,S08000015,All Specialties,4850,957
2011,Jun,S08000015,All Specialties,5470,884
2011,Jul,S08000015,All Specialties,4864,837
2011,Aug,S08000015,All Specialties,6555,829
2011,Sep,S08000015,All Specialties,5702,749
2011,Oct,S08000015,All Specialties,5498,802
2011,Nov,S08000015,All Specialties,6098,822
2011,Dec,S08000015,All Specialties,5753,556
2012,Jan,S08000015,All Specialties,6362,566
2012,Feb,S08000015,All Specialties,6660,525
2012,Mar,S08000015,All Specialties,6483,548
2012,Apr,S08000015,All Specialties,5460,450
2012,May,S08000015,All Specialties,6811,486
2012,Jun,S08000015,All Specialties,6088,525
2012,Jul,S08000015,All Specialties,5880,545
2012,Aug,S08000015,All Specialties,6473,690
2012,Sep,S08000015,All Specialties,5673,661
2012,Oct,S08000015,All Specialties,6671,680
2012,Nov,S08000015,All Specialties,6555,726
2012,Dec,S08000015,All Specialties,5569,496
2013,Jan,S08000015,All Specialties,6649,628
2013,Feb,S08000015,All Specialties,6397,665
2013,Mar,S08000015,All Specialties,6052,518
2013,Apr,S08000015,All Specialties,6000,523
2013,May,S08000015,All Specialties,6288,483
2013,Jun,S08000015,All Specialties,5973,455
2013,Jul,S08000015,All Specialties,6091,488
2013,Aug,S08000015,All Specialties,6468,535
2013,Sep,S08000015,All Specialties,5961,507
2013,Oct,S08000015,All Specialties,6892,582
2013,Nov,S08000015,All Specialties,6253,612
2013,Dec,S08000015,All Specialties,5691,438
2014,Jan,S08000015,All Specialties,6289,673
2014,Feb,S08000015,All Specialties,5858,622
2014,Mar,S08000015,All Specialties,6151,645
2014,Apr,S08000015,All Specialties,5890,562
2014,May,S08000015,All Specialties,6251,561
2014,Jun,S08000015,All Specialties,7094,626
2014,Jul,S08000015,All Specialties,6389,710
2014,Aug,S08000015,All Specialties,5841,934
2014,Sep,S08000015,All Specialties,6389,1040
2014,Oct,S08000015,All Specialties,6652,1142
2014,Nov,S08000015,All Specialties,5787,1335
2014,Dec,S08000015,All Specialties,5444,1132
2015,Jan,S08000015,All Specialties,5689,1606
2015,Feb,S08000015,All Specialties,5370,1535
2015,Mar,S08000015,All Specialties,6284,1732
2015,Apr,S08000015,All Specialties,5279,1391
2015,May,S08000015,All Specialties,5774,1237
2015,Jun,S08000015,All Specialties,5822,1433
2015,Jul,S08000015,All Specialties,5557,1481
2015,Aug,S08000015,All Specialties,5331,1491
2015,Sep,S08000015,All Specialties,5778,1864
2015,Oct,S08000015,All Specialties,4572,1866
2015,Nov,S08000015,All Specialties,5966,1936
2015,Dec,S08000015,All Specialties,5197,1526
2016,Jan,S08000015,All Specialties,4781,1488
2016,Feb,S08000015,All Specialties,5198,1806
2016,Mar,S08000015,All Specialties,5514,1839
2016,Apr,S08000015,All Specialties,4781,1668
2016,May,S08000015,All Specialties,5270,1686
2016,Jun,S08000015,All Specialties,5663,1914
2016,Jul,S08000015,All Specialties,4521,1743
2016,Aug,S08000015,All Specialties,5555,1968
2016,Sep,S08000015,All Specialties,5349,2040
2016,Oct,S08000015,All Specialties,4970,1905
2016,Nov,S08000015,All Specialties,5776,2288
2016,Dec,S08000015,All Specialties,4763,1843
2017,Jan,S08000015,All Specialties,5220,2047
2017,Feb,S08000015,All Specialties,5426,2191
2017,Mar,S08000015,All Specialties,5878,2113
2017,Apr,S08000015,All Specialties,4331,1434
2017,May,S08000015,All Specialties,5720,1603
2017,Jun,S08000015,All Specialties,5756,1775
2017,Jul,S08000015,All Specialties,4745,1635
2017,Aug,S08000015,All Specialties,5260,1886
2017,Sep,S08000015,All Specialties,4528,1564
2017,Oct,S08000015,All Specialties,5114,1770
2017,Nov,S08000015,All Specialties,5860,1853
2017,Dec,S08000015,All Specialties,4575,1379
2018,Jan,S08000015,All Specialties,5468,1596
2018,Feb,S08000015,All Specialties,4992,1407
2018,Mar,S08000015,All Specialties,5220,1418
2018,Apr,S08000015,All Specialties,4948,1353
2018,May,S08000015,All Specialties,5948,1341
2018,Jun,S08000015,All Specialties,5259,1174
2018,Jul,S08000015,All Specialties,5293,1233
2018,Aug,S08000015,All Specialties,6011,1371
2018,Sep,S08000015,All Specialties,5494,1358
2018,Oct,S08000015,All Specialties,5755,1657
2018,Nov,S08000015,All Specialties,5993,1638
2018,Dec,S08000015,All Specialties,4594,1319
2019,Jan,S08000015,All Specialties,5613,1672
2019,Feb,S08000015,All Specialties,5114,1515
2019,Mar,S08000015,All Specialties,5559,1788
2019,Apr,S08000015,All Specialties,5447,1706
2019,May,S08000015,All Specialties,6434,1599
2019,Jun,S08000015,All Specialties,5567,1508
2019,Jul,S08000015,All Specialties,5864,1531
2019,Aug,S08000015,All Specialties,6123,1698
2019,Sep,S08000015,All Specialties,5798,1437
2019,Oct,S08000015,All Specialties,6502,1545
2019,Nov,S08000015,All Specialties,6435,1548
2019,Dec,S08000015,All Specialties,5224,1144
2020,Jan,S08000015,All Specialties,5584,1481
2020,Feb,S08000015,All Specialties,5451,1392
2020,Mar,S08000015,All Specialties,4374,950
2020,Apr,S08000015,All Specialties,1239,87
2020,May,S08000015,All Specialties,1327,123
2020,Jun,S08000015,All Specialties,1713,476
2020,Jul,S08000015,All Specialties,1885,725
2020,Aug,S08000015,All Specialties,1885,1014
2020,Sep,S08000015,All Specialties,2228,1072
2020,Oct,S08000015,All Specialties,2574,1078
2020,Nov,S08000015,All Specialties,2669,1179
2020,Dec,S08000015,All Specialties,2479,1010
2021,Jan,S08000015,All Specialties,2533,867
2021,Feb,S08000015,All Specialties,2217,870
2021,Mar,S08000015,All Specialties,3030,1419
2021,Apr,S08000015,All Specialties,2998,1282
2021,May,S08000015,All Specialties,2928,1849
2021,Jun,S08000015,All Specialties,3567,1877
2021,Jul,S08000015,All Specialties,2980,1579
2021,Aug,S08000015,All Specialties,3172,1847
2021,Sep,S08000015,All Specialties,3088,1727
2021,Oct,S08000015,All Specialties,3043,1719
2021,Nov,S08000015,All Specialties,3763,2166
2021,Dec,S08000015,All Specialties,3201,1532
2022,Jan,S08000015,All Specialties,2393,815
2022,Feb,S08000015,All Specialties,3180,1699
2022,Mar,S08000015,All Specialties,3712,2055
2011,Jan,S08000016,All Specialties,1284,108
2011,Feb,S08000016,All Specialties,1355,128
2011,Mar,S08000016,All Specialties,1691,194
2011,Apr,S08000016,All Specialties,1479,178
2011,May,S08000016,All Specialties,1645,156
2011,Jun,S08000016,All Specialties,1861,128
2011,Jul,S08000016,All Specialties,1402,119
2011,Aug,S08000016,All Specialties,1996,155
2011,Sep,S08000016,All Specialties,1827,148
2011,Oct,S08000016,All Specialties,1734,163
2011,Nov,S08000016,All Specialties,1812,193
2011,Dec,S08000016,All Specialties,1628,154
2012,Jan,S08000016,All Specialties,2321,252
2012,Feb,S08000016,All Specialties,2899,270
2012,Mar,S08000016,All Specialties,2651,227
2012,Apr,S08000016,All Specialties,2372,182
2012,May,S08000016,All Specialties,3198,156
2012,Jun,S08000016,All Specialties,2599,101
2012,Jul,S08000016,All Specialties,2771,112
2012,Aug,S08000016,All Specialties,2809,164
2012,Sep,S08000016,All Specialties,2503,152
2012,Oct,S08000016,All Specialties,2822,129
2012,Nov,S08000016,All Specialties,2506,173
2012,Dec,S08000016,All Specialties,2088,154
2013,Jan,S08000016,All Specialties,2434,230
2013,Feb,S08000016,All Specialties,2218,236
2013,Mar,S08000016,All Specialties,2384,242
2013,Apr,S08000016,All Specialties,2571,247
2013,May,S08000016,All Specialties,3075,280
2013,Jun,S08000016,All Specialties,2598,200
2013,Jul,S08000016,All Specialties,2886,202
2013,Aug,S08000016,All Specialties,3019,236
2013,Sep,S08000016,All Specialties,2831,249
2013,Oct,S08000016,All Specialties,2867,295
2013,Nov,S08000016,All Specialties,2660,294
2013,Dec,S08000016,All Specialties,2534,221
2014,Jan,S08000016,All Specialties,2660,294
2014,Feb,S08000016,All Specialties,2626,292
2014,Mar,S08000016,All Specialties,2633,290
2014,Apr,S08000016,All Specialties,2749,292
2014,May,S08000016,All Specialties,2696,281
2014,Jun,S08000016,All Specialties,2593,282
2014,Jul,S08000016,All Specialties,2830,260
2014,Aug,S08000016,All Specialties,2562,273
2014,Sep,S08000016,All Specialties,2511,260
2014,Oct,S08000016,All Specialties,2725,301
2014,Nov,S08000016,All Specialties,2647,293
2014,Dec,S08000016,All Specialties,2527,256
2015,Jan,S08000016,All Specialties,2679,296
2015,Feb,S08000016,All Specialties,2574,287
2015,Mar,S08000016,All Specialties,2743,301
2015,Apr,S08000016,All Specialties,2680,278
2015,May,S08000016,All Specialties,2412,260
2015,Jun,S08000016,All Specialties,2544,268
2015,Jul,S08000016,All Specialties,2479,256
2015,Aug,S08000016,All Specialties,2487,273
2015,Sep,S08000016,All Specialties,2705,295
2015,Oct,S08000016,All Specialties,2547,273
2015,Nov,S08000016,All Specialties,2535,283
2015,Dec,S08000016,All Specialties,2425,267
2016,Jan,S08000016,All Specialties,2262,232
2016,Feb,S08000016,All Specialties,2617,291
2016,Mar,S08000016,All Specialties,3245,284
2016,Apr,S08000016,All Specialties,2820,314
2016,May,S08000016,All Specialties,3144,273
2016,Jun,S08000016,All Specialties,2904,248
2016,Jul,S08000016,All Specialties,2458,235
2016,Aug,S08000016,All Specialties,3044,288
2016,Sep,S08000016,All Specialties,3134,261
2016,Oct,S08000016,All Specialties,2594,257
2016,Nov,S08000016,All Specialties,2810,307
2016,Dec,S08000016,All Specialties,2408,246
2017,Jan,S08000016,All Specialties,2727,304
2017,Feb,S08000016,All Specialties,2512,280
2017,Mar,S08000016,All Specialties,2996,333
2017,Apr,S08000016,All Specialties,2361,261
2017,May,S08000016,All Specialties,2920,298
2017,Jun,S08000016,All Specialties,2890,280
2017,Jul,S08000016,All Specialties,2391,249
2017,Aug,S08000016,All Specialties,2661,410
2017,Sep,S08000016,All Specialties,2542,485
2017,Oct,S08000016,All Specialties,2556,414
2017,Nov,S08000016,All Specialties,2717,436
2017,Dec,S08000016,All Specialties,2351,376
2018,Jan,S08000016,All Specialties,2559,534
2018,Feb,S08000016,All Specialties,2605,435
2018,Mar,S08000016,All Specialties,2380,365
2018,Apr,S08000016,All Specialties,2262,251
2018,May,S08000016,All Specialties,2706,265
2018,Jun,S08000016,All Specialties,2451,255
2018,Jul,S08000016,All Specialties,2217,246
2018,Aug,S08000016,All Specialties,2297,256
2018,Sep,S08000016,All Specialties,2189,244
2018,Oct,S08000016,All Specialties,2407,263
2018,Nov,S08000016,All Specialties,2484,202
2018,Dec,S08000016,All Specialties,1850,196
2019,Jan,S08000016,All Specialties,2342,256
2019,Feb,S08000016,All Specialties,2311,258
2019,Mar,S08000016,All Specialties,2443,268
2019,Apr,S08000016,All Specialties,2142,217
2019,May,S08000016,All Specialties,2443,255
2019,Jun,S08000016,All Specialties,1957,216
2019,Jul,S08000016,All Specialties,2120,219
2019,Aug,S08000016,All Specialties,2182,243
2019,Sep,S08000016,All Specialties,2373,253
2019,Oct,S08000016,All Specialties,2210,246
2019,Nov,S08000016,All Specialties,2202,344
2019,Dec,S08000016,All Specialties,2029,212
2020,Jan,S08000016,All Specialties,2327,255
2020,Feb,S08000016,All Specialties,1970,218
2020,Mar,S08000016,All Specialties,1881,200
2020,Apr,S08000016,All Specialties,447,19
2020,May,S08000016,All Specialties,728,78
2020,Jun,S08000016,All Specialties,921,101
2020,Jul,S08000016,All Specialties,923,290
2020,Aug,S08000016,All Specialties,911,327
2020,Sep,S08000016,All Specialties,1189,621
2020,Oct,S08000016,All Specialties,1209,361
2020,Nov,S08000016,All Specialties,1292,399
2020,Dec,S08000016,All Specialties,1101,325
2021,Jan,S08000016,All Specialties,1137,440
2021,Feb,S08000016,All Specialties,1138,363
2021,Mar,S08000016,All Specialties,1352,464
2021,Apr,S08000016,All Specialties,1225,371
2021,May,S08000016,All Specialties,1422,327
2021,Jun,S08000016,All Specialties,1475,381
2021,Jul,S08000016,All Specialties,1272,352
2021,Aug,S08000016,All Specialties,1361,384
2021,Sep,S08000016,All Specialties,1537,341
2021,Oct,S08000016,All Specialties,1173,356
2021,Nov,S08000016,All Specialties,1510,515
2021,Dec,S08000016,All Specialties,1329,437
2022,Jan,S08000016,All Specialties,1196,462
2022,Feb,S08000016,All Specialties,1163,621
2022,Mar,S08000016,All Specialties,1615,848
2011,Jan,S08000017,All Specialties,2169,412
2011,Feb,S08000017,All Specialties,2361,469
2011,Mar,S08000017,All Specialties,2565,515
2011,Apr,S08000017,All Specialties,1998,247
2011,May,S08000017,All Specialties,2543,291
2011,Jun,S08000017,All Specialties,2668,347
2011,Jul,S08000017,All Specialties,2053,386
2011,Aug,S08000017,All Specialties,2556,404
2011,Sep,S08000017,All Specialties,2580,300
2011,Oct,S08000017,All Specialties,2226,274
2011,Nov,S08000017,All Specialties,2528,280
2011,Dec,S08000017,All Specialties,2047,148
2012,Jan,S08000017,All Specialties,2141,149
2012,Feb,S08000017,All Specialties,1921,164
2012,Mar,S08000017,All Specialties,2303,70
2012,Apr,S08000017,All Specialties,2303,84
2012,May,S08000017,All Specialties,3222,173
2012,Jun,S08000017,All Specialties,2618,124
2012,Jul,S08000017,All Specialties,2225,161
2012,Aug,S08000017,All Specialties,2375,188
2012,Sep,S08000017,All Specialties,2298,199
2012,Oct,S08000017,All Specialties,2301,173
2012,Nov,S08000017,All Specialties,2405,171
2012,Dec,S08000017,All Specialties,1928,119
2013,Jan,S08000017,All Specialties,2236,161
2013,Feb,S08000017,All Specialties,2188,172
2013,Mar,S08000017,All Specialties,2052,126
2013,Apr,S08000017,All Specialties,2173,150
2013,May,S08000017,All Specialties,2276,124
2013,Jun,S08000017,All Specialties,2055,81
2013,Jul,S08000017,All Specialties,2213,97
2013,Aug,S08000017,All Specialties,2104,182
2013,Sep,S08000017,All Specialties,2154,183
2013,Oct,S08000017,All Specialties,2203,161
2013,Nov,S08000017,All Specialties,2155,187
2013,Dec,S08000017,All Specialties,1968,148
2014,Jan,S08000017,All Specialties,2324,169
2014,Feb,S08000017,All Specialties,2276,192
2014,Mar,S08000017,All Specialties,2166,204
2014,Apr,S08000017,All Specialties,2133,180
2014,May,S08000017,All Specialties,2334,206
2014,Jun,S08000017,All Specialties,2347,157
2014,Jul,S08000017,All Specialties,2390,172
2014,Aug,S08000017,All Specialties,2166,192
2014,Sep,S08000017,All Specialties,2381,247
2014,Oct,S08000017,All Specialties,2385,231
2014,Nov,S08000017,All Specialties,2247,219
2014,Dec,S08000017,All Specialties,2002,201
2015,Jan,S08000017,All Specialties,2123,221
2015,Feb,S08000017,All Specialties,2065,231
2015,Mar,S08000017,All Specialties,2473,263
2015,Apr,S08000017,All Specialties,2192,197
2015,May,S08000017,All Specialties,2194,197
2015,Jun,S08000017,All Specialties,2273,261
2015,Jul,S08000017,All Specialties,2458,297
2015,Aug,S08000017,All Specialties,2421,276
2015,Sep,S08000017,All Specialties,2419,259
2015,Oct,S08000017,All Specialties,2202,265
2015,Nov,S08000017,All Specialties,2493,273
2015,Dec,S08000017,All Specialties,2144,219
2016,Jan,S08000017,All Specialties,2204,234
2016,Feb,S08000017,All Specialties,2237,249
2016,Mar,S08000017,All Specialties,2256,248
2016,Apr,S08000017,All Specialties,2252,265
2016,May,S08000017,All Specialties,2456,280
2016,Jun,S08000017,All Specialties,2475,268
2016,Jul,S08000017,All Specialties,2034,255
2016,Aug,S08000017,All Specialties,2284,268
2016,Sep,S08000017,All Specialties,2429,290
2016,Oct,S08000017,All Specialties,2199,218
2016,Nov,S08000017,All Specialties,2276,252
2016,Dec,S08000017,All Specialties,1935,228
2017,Jan,S08000017,All Specialties,2122,254
2017,Feb,S08000017,All Specialties,2091,222
2017,Mar,S08000017,All Specialties,2340,275
2017,Apr,S08000017,All Specialties,1868,250
2017,May,S08000017,All Specialties,2221,244
2017,Jun,S08000017,All Specialties,2148,231
2017,Jul,S08000017,All Specialties,1952,219
2017,Aug,S08000017,All Specialties,2167,205
2017,Sep,S08000017,All Specialties,2024,249
2017,Oct,S08000017,All Specialties,1877,221
2017,Nov,S08000017,All Specialties,2142,294
2017,Dec,S08000017,All Specialties,1583,248
2018,Jan,S08000017,All Specialties,1887,279
2018,Feb,S08000017,All Specialties,1879,302
2018,Mar,S08000017,All Specialties,2065,392
2018,Apr,S08000017,All Specialties,1979,358
2018,May,S08000017,All Specialties,2257,273
2018,Jun,S08000017,All Specialties,2119,209
2018,Jul,S08000017,All Specialties,1927,239
2018,Aug,S08000017,All Specialties,2205,218
2018,Sep,S08000017,All Specialties,1965,206
2018,Oct,S08000017,All Specialties,2280,247
2018,Nov,S08000017,All Specialties,2347,277
2018,Dec,S08000017,All Specialties,1699,191
2019,Jan,S08000017,All Specialties,2105,237
2019,Feb,S08000017,All Specialties,1859,319
2019,Mar,S08000017,All Specialties,1989,284
2019,Apr,S08000017,All Specialties,1964,244
2019,May,S08000017,All Specialties,2121,289
2019,Jun,S08000017,All Specialties,1924,247
2019,Jul,S08000017,All Specialties,1980,259
2019,Aug,S08000017,All Specialties,1805,325
2019,Sep,S08000017,All Specialties,1974,344
2019,Oct,S08000017,All Specialties,2123,359
2019,Nov,S08000017,All Specialties,1946,399
2019,Dec,S08000017,All Specialties,1684,319
2020,Jan,S08000017,All Specialties,2041,437
2020,Feb,S08000017,All Specialties,1842,380
2020,Mar,S08000017,All Specialties,1453,237
2020,Apr,S08000017,All Specialties,348,39
2020,May,S08000017,All Specialties,540,58
2020,Jun,S08000017,All Specialties,719,101
2020,Jul,S08000017,All Specialties,713,357
2020,Aug,S08000017,All Specialties,814,467
2020,Sep,S08000017,All Specialties,1009,674
2020,Oct,S08000017,All Specialties,1181,524
2020,Nov,S08000017,All Specialties,1265,477
2020,Dec,S08000017,All Specialties,1271,401
2021,Jan,S08000017,All Specialties,821,108
2021,Feb,S08000017,All Specialties,893,176
2021,Mar,S08000017,All Specialties,1346,495
2021,Apr,S08000017,All Specialties,1272,501
2021,May,S08000017,All Specialties,1336,555
2021,Jun,S08000017,All Specialties,1455,557
2021,Jul,S08000017,All Specialties,1389,416
2021,Aug,S08000017,All Specialties,1322,471
2021,Sep,S08000017,All Specialties,1599,489
2021,Oct,S08000017,All Specialties,1269,407
2021,Nov,S08000017,All Specialties,1542,413
2021,Dec,S08000017,All Specialties,1116,345
2022,Jan,S08000017,All Specialties,1282,378
2022,Feb,S08000017,All Specialties,1256,442
2022,Mar,S08000017,All Specialties,1354,518
2011,Jan,S08000019,All Specialties,3677,802
2011,Feb,S08000019,All Specialties,3793,755
2011,Mar,S08000019,All Specialties,4241,727
2011,Apr,S08000019,All Specialties,3205,519
2011,May,S08000019,All Specialties,4105,531
2011,Jun,S08000019,All Specialties,4526,604
2011,Jul,S08000019,All Specialties,3319,431
2011,Aug,S08000019,All Specialties,3819,344
2011,Sep,S08000019,All Specialties,4362,461
2011,Oct,S08000019,All Specialties,3985,365
2011,Nov,S08000019,All Specialties,4246,394
2011,Dec,S08000019,All Specialties,4097,333
2012,Jan,S08000019,All Specialties,4150,449
2012,Feb,S08000019,All Specialties,4736,473
2012,Mar,S08000019,All Specialties,5989,645
2012,Apr,S08000019,All Specialties,4656,491
2012,May,S08000019,All Specialties,6131,616
2012,Jun,S08000019,All Specialties,5043,663
2012,Jul,S08000019,All Specialties,4767,827
2012,Aug,S08000019,All Specialties,5424,804
2012,Sep,S08000019,All Specialties,4600,933
2012,Oct,S08000019,All Specialties,5313,1032
2012,Nov,S08000019,All Specialties,5194,1147
2012,Dec,S08000019,All Specialties,4380,881
2013,Jan,S08000019,All Specialties,4459,1090
2013,Feb,S08000019,All Specialties,4427,950
2013,Mar,S08000019,All Specialties,4384,1039
2013,Apr,S08000019,All Specialties,4389,1185
2013,May,S08000019,All Specialties,4845,1009
2013,Jun,S08000019,All Specialties,4751,852
2013,Jul,S08000019,All Specialties,4419,819
2013,Aug,S08000019,All Specialties,4915,1109
2013,Sep,S08000019,All Specialties,4366,1022
2013,Oct,S08000019,All Specialties,4439,1219
2013,Nov,S08000019,All Specialties,4810,1194
2013,Dec,S08000019,All Specialties,4237,995
2014,Jan,S08000019,All Specialties,5407,1165
2014,Feb,S08000019,All Specialties,4369,1165
2014,Mar,S08000019,All Specialties,4910,1168
2014,Apr,S08000019,All Specialties,4809,1077
2014,May,S08000019,All Specialties,5461,973
2014,Jun,S08000019,All Specialties,5361,794
2014,Jul,S08000019,All Specialties,5049,696
2014,Aug,S08000019,All Specialties,5196,773
2014,Sep,S08000019,All Specialties,5470,776
2014,Oct,S08000019,All Specialties,5086,725
2014,Nov,S08000019,All Specialties,5064,766
2014,Dec,S08000019,All Specialties,4911,565
2015,Jan,S08000019,All Specialties,5170,697
2015,Feb,S08000019,All Specialties,5327,610
2015,Mar,S08000019,All Specialties,5587,636
2015,Apr,S08000019,All Specialties,5404,476
2015,May,S08000019,All Specialties,5524,372
2015,Jun,S08000019,All Specialties,5981,389
2015,Jul,S08000019,All Specialties,5511,399
2015,Aug,S08000019,All Specialties,6015,412
2015,Sep,S08000019,All Specialties,6642,473
2015,Oct,S08000019,All Specialties,6058,442
2015,Nov,S08000019,All Specialties,5854,572
2015,Dec,S08000019,All Specialties,5454,628
2016,Jan,S08000019,All Specialties,4983,684
2016,Feb,S08000019,All Specialties,5060,901
2016,Mar,S08000019,All Specialties,5813,995
2016,Apr,S08000019,All Specialties,4962,709
2016,May,S08000019,All Specialties,5591,732
2016,Jun,S08000019,All Specialties,5312,874
2016,Jul,S08000019,All Specialties,4268,1007
2016,Aug,S08000019,All Specialties,5542,1164
2016,Sep,S08000019,All Specialties,5181,1218
2016,Oct,S08000019,All Specialties,4876,1137
2016,Nov,S08000019,All Specialties,5416,1295
2016,Dec,S08000019,All Specialties,4507,1148
2017,Jan,S08000019,All Specialties,4997,1258
2017,Feb,S08000019,All Specialties,4857,1186
2017,Mar,S08000019,All Specialties,6047,1572
2017,Apr,S08000019,All Specialties,4646,790
2017,May,S08000019,All Specialties,6384,954
2017,Jun,S08000019,All Specialties,5935,931
2017,Jul,S08000019,All Specialties,5044,768
2017,Aug,S08000019,All Specialties,5857,1054
2017,Sep,S08000019,All Specialties,5413,1002
2017,Oct,S08000019,All Specialties,5533,1141
2017,Nov,S08000019,All Specialties,5733,1246
2017,Dec,S08000019,All Specialties,4686,822
2018,Jan,S08000019,All Specialties,5509,1101
2018,Feb,S08000019,All Specialties,4745,994
2018,Mar,S08000019,All Specialties,5370,1072
2018,Apr,S08000019,All Specialties,5138,1014
2018,May,S08000019,All Specialties,6060,1062
2018,Jun,S08000019,All Specialties,5409,946
